7.222966047493173392e-08;9.458928616368211806e-06;8.692480264471669216e-07;8.170032117504888447e-08;1.829176108003593981e-05;1.576764043420553207e-05;3.678697737541369861e-07;1.932800159920589067e-07;2.319622353752492927e-06;4.562569984045694582e-07;2.830846668189224147e-09;2.292471208420465700e-06;7.037156706246605609e-07;2.144014388250070624e-07;1.106797185457253363e-06;1.874899737686064327e-07;1.083658887068850163e-07;6.187785839273374222e-09;1.793837509467266500e-05;1.754228105710353702e-05;9.602494537830352783e-05;1.524469553260132670e-06;3.682037075236621604e-08;1.546810153740807436e-06;3.804466928158944938e-07;1.675183852967165876e-06;2.462063442010276049e-09;1.600193203431346826e-16;9.998108744621276855e-01
2.461463743941294524e-08;9.655838084654533304e-07;1.743871891335402324e-08;7.339376884019088720e-10;3.045371840926236473e-06;9.952243544830707833e-07;6.207941716240839014e-09;1.622196776907003368e-08;5.023713711693744699e-08;4.851351675938531116e-08;5.939449487790682269e-10;2.439807076370925643e-07;6.901397853198432131e-08;9.141431611681127833e-09;7.409388302903607837e-08;1.273288852132736793e-08;3.380017821186243054e-09;5.767823441082953195e-10;4.845551302423700690e-07;1.654038669585133903e-06;1.255317897630447987e-06;1.831951550457233679e-07;2.909115170979248433e-09;1.055535747696012550e-07;1.629049073414989834e-08;6.096706783864647150e-07;5.463856034282343899e-10;5.114014772197347967e-18;9.999901056289672852e-01
7.514076472148190078e-09;1.247157825901012984e-07;1.669997695685765393e-09;3.500243150877935250e-11;7.870645504226558842e-07;1.664615325580598437e-07;9.182442584076966341e-10;1.093589840905906385e-08;3.633590539564579558e-09;3.123421166151274520e-08;4.615179627354137892e-10;4.985171742077909585e-08;2.166528645375365159e-08;8.590576028311147638e-10;3.075384213957477186e-08;1.713465702657401835e-09;2.696018408521183574e-10;9.594064431794890879e-11;3.157515848783987167e-08;3.107145118974585785e-07;6.086167303465117584e-08;9.191669647634626017e-08;4.919594176477914971e-10;2.776248564373418048e-08;8.708649357203057662e-10;2.493622446309018414e-07;6.030234089848818257e-10;2.180879469379227355e-18;9.999979734420776367e-01
6.122160556287781219e-09;1.011653782967414372e-08;1.058423002020525416e-10;5.120500377875369935e-12;2.333285635813808767e-07;1.490143120008724509e-07;2.219951861226476808e-10;2.830554679533747731e-09;4.461152836032766800e-10;3.937293602263025605e-09;2.559895351250673912e-10;8.225581993315245199e-09;9.344621965112764883e-09;5.287975265999556029e-11;8.029459763747581746e-09;2.538869670054566541e-10;1.905678219393802664e-11;2.084395806997707545e-12;8.375954152484155202e-09;4.588683566453255480e-08;1.561214979517444590e-08;7.908578680826394702e-09;3.105250778734358619e-11;5.996835028554414748e-09;1.032687997615244768e-11;4.139635478850323125e-08;1.670987098689735717e-10;2.157851200565451483e-19;9.999995231628417969e-01
9.038876669364981353e-06;5.376978862159376149e-08;2.752659558624692693e-11;2.239488976207848481e-11;9.568549330651876517e-08;2.576985025370959193e-07;1.386939174619072901e-10;2.222822148567615841e-09;7.412435665266059459e-10;5.275460512876861685e-09;9.894932095910746739e-11;4.617620952274137380e-09;1.650092329441577021e-08;2.801847816258362656e-11;9.599071759680555260e-09;2.102209933907417394e-10;3.448651086923604225e-12;1.638655980655198685e-13;1.250135994723677868e-09;3.038041995750973001e-08;6.282381548317061970e-08;5.956559134823180557e-10;1.932199365783926481e-11;1.969443808036430710e-08;5.021279073959272754e-13;3.564501938058128871e-08;3.940080206543683516e-10;1.838972428191405758e-19;9.999903440475463867e-01
3.363213501870632172e-03;1.829238954087486491e-06;3.672981918612094887e-09;3.441894269595735523e-10;1.119234127600066131e-07;5.208385687183181290e-07;5.627621146864214552e-10;9.113234611390907958e-09;1.062089651782116562e-07;1.678572658647681237e-07;1.483381334432820609e-10;4.695596089732134715e-08;1.837388019509944570e-08;2.651859620783625360e-09;6.146809283791299094e-08;2.768063334102066619e-09;3.336155657285289067e-11;5.285689941292304184e-11;2.378404140301881853e-09;3.152376564230507938e-07;1.288415660383179784e-06;7.690625913880921871e-09;2.179434632765264723e-09;6.962555198697373271e-05;2.028050253774504874e-12;1.151021592704637442e-06;5.757500787240132922e-08;6.455051561796892176e-18;9.965614676475524902e-01
1.314022597398434300e-06;1.084794121197774075e-08;1.493907575422781520e-07;1.061300713978141630e-09;9.027098180069970113e-09;9.758633012779682758e-08;1.797293758265539054e-09;2.068968329993481348e-09;8.664716801831673365e-07;4.236740025476137816e-08;8.615762270292037783e-11;1.342631961165352550e-08;3.280036509067940642e-08;2.854906995253259083e-07;2.084922101630581892e-08;2.748523408868663864e-09;2.685129063539903882e-10;1.029449236966684111e-08;6.219632808779351762e-08;1.449152335908365785e-07;2.877017095670453273e-06;1.019834527937746316e-07;1.219949012920551468e-07;9.888852834701538086e-01;8.231690069165908952e-13;2.147990926459897310e-06;9.313417592693440383e-09;1.498726779263896916e-18;1.110641285777091980e-02
3.555032535018654016e-08;2.466487292185348679e-10;2.677195141131960554e-07;6.815816799843332774e-10;4.962555699705717416e-09;1.384325098996441739e-08;8.467323509009361260e-10;2.500006313077562936e-10;2.193603677369537763e-06;2.301118406933255756e-08;5.544304251814402562e-11;7.521142736388597427e-11;5.441609829404114862e-08;1.194558535644318908e-06;3.090027078656021331e-08;9.912095588759939346e-10;6.259554680143608607e-11;1.957146666953235581e-09;1.280883168419677531e-07;5.525826907160080737e-08;9.755859764482011087e-07;4.605125809575838502e-07;2.796976559693575837e-06;9.986624717712402344e-01;1.176036048058937133e-12;2.451228056088439189e-07;4.197703518116213672e-09;1.836544394599621198e-19;1.329054357483983040e-03
3.990874120063381270e-08;2.118801667450043169e-08;1.725036780086952604e-11;2.291994075271936576e-15;3.302976598826279364e-12;4.608349627233110368e-05;1.191472754266393978e-15;2.861695253644937339e-16;3.633464075392112136e-05;2.506244811684155138e-07;7.242844397840043588e-17;2.567497947053061372e-16;1.577958319565198053e-10;3.726651626179133814e-11;2.515703444172512349e-11;5.850464113166253810e-09;9.338328179307742172e-15;1.746131620112893431e-17;1.229721185991294874e-11;3.792380092685482262e-13;5.315332202160405473e-11;4.627365157716667454e-09;2.141642002628785235e-10;8.898316536942729726e-07;3.765200416888273916e-17;4.873252842929609585e-11;1.927728403338171970e-14;2.618207887411916171e-23;9.999163150787353516e-01
4.883053961179939506e-10;5.425986273621674627e-06;5.567886707247282629e-10;1.287772249947138903e-10;1.937845023336493000e-10;9.998823404312133789e-01;2.000645200721240524e-13;9.916178799309130487e-14;2.451019942562027154e-11;1.268197320314357057e-05;4.719616624598854671e-12;2.474339960353844070e-12;8.569074616548988388e-11;1.668271597254911143e-11;1.636934511550780513e-11;7.964385440573096275e-05;2.867775393783182636e-14;2.255430542850989095e-13;3.387147333444584518e-12;5.925918783455941252e-11;2.655507237714349600e-11;1.727085390257343533e-07;1.494905865762063968e-09;2.790150888110076721e-10;4.661649213345830933e-13;1.010411594393190171e-07;1.244615304915597243e-12;4.476539657929655090e-19;1.974098449863959104e-05
